    $self add Mode6Mb 512  13.0002  0
    $self add Mode6Mb 512  13.9998  0
    $self add Mode6Mb 512  15.0007  0
    $self add Mode6Mb 512  16.0001  0
    $self add Mode6Mb 512  16.9995  0
    $self add Mode6Mb 512  18.0005  0
    $self add Mode6Mb 512  19  0
    $self add Mode6Mb 512  20.0003  0
    $self add Mode6Mb 1024  -4.0004  1
    $self add Mode6Mb 1024  -2.9999  1
    $self add Mode6Mb 1024  -1.9994  1
    $self add Mode6Mb 1024  -1.0001  0.9492
    $self add Mode6Mb 1024  0.00018845  0.5974
    $self add Mode6Mb 1024  0.99988  0.2722
    $self add Mode6Mb 1024  2.0002  0.1162
    $self add Mode6Mb 1024  3  0.0495
    $self add Mode6Mb 1024  4  0.0223
    $self add Mode6Mb 1024  5.0003  0.0086
    $self add Mode6Mb 1024  5.9998  0.0026
    $self add Mode6Mb 1024  7.0001  0.001
    $self add Mode6Mb 1024  8.0004  0.0001
    $self add Mode6Mb 1024  8.9999  0
    $self add Mode6Mb 1024  9.9998  0
    $self add Mode6Mb 1024  11.0007  0
    $self add Mode6Mb 1024  11.9998  0
    $self add Mode6Mb 1024  12.9998  0
    $self add Mode6Mb 1024  14.0005  0
    $self add Mode6Mb 1024  15.0001  0
    $self add Mode6Mb 1024  15.9998  0
    $self add Mode6Mb 1024  17.0002  0
    $self add Mode6Mb 1024  18.0001  0
    $self add Mode6Mb 1024  19  0
    $self add Mode6Mb 1024  20.0001  0
    $self add Mode6Mb 1500  -4  1
    $self add Mode6Mb 1500  -3  1
    $self add Mode6Mb 1500  -1.9999  1
    $self add Mode6Mb 1500  -0.99995  0.9763
    $self add Mode6Mb 1500  5.6321e-05  0.6589
    $self add Mode6Mb 1500  1.0002  0.3202
    $self add Mode6Mb 1500  2.0003  0.1381
    $self add Mode6Mb 1500  3.0004  0.0632
    $self add Mode6Mb 1500  4.0001  0.0269
    $self add Mode6Mb 1500  5.0001  0.0126
    $self add Mode6Mb 1500  6.0002  0.0036
    $self add Mode6Mb 1500  7.0002  0.0016
    $self add Mode6Mb 1500  8.0001  0.0006
    $self add Mode6Mb 1500  8.9999  0.0003
    $self add Mode6Mb 1500  9.9999  0.0001
    $self add Mode6Mb 1500  10.9998  0
    $self add Mode6Mb 1500  11.9997  0
    $self add Mode6Mb 1500  12.9997  0
    $self add Mode6Mb 1500  13.9999  0
    $self add Mode6Mb 1500  14.9999  0
    $self add Mode6Mb 1500  15.9999  0
    $self add Mode6Mb 1500  17.0001  0
    $self add Mode6Mb 1500  18.0002  0
    $self add Mode6Mb 1500  19.0002  0
    $self add Mode6Mb 1500  20.0002  0
    $self add Mode9Mb 128  6.6558e-05  0.9986
    $self add Mode9Mb 128  1.0011  0.9323
    $self add Mode9Mb 128  2.0006  0.7135
    $self add Mode9Mb 128  3.0022  0.4562
    $self add Mode9Mb 128  4.0019  0.2701
    $self add Mode9Mb 128  5.0018  0.1538
    $self add Mode9Mb 128  6.0002  0.0831
    $self add Mode9Mb 128  7.0004  0.0445
    $self add Mode9Mb 128  8.0006  0.0235
    $self add Mode9Mb 128  9.001  0.0139
    $self add Mode9Mb 128  10.0005  0.0074
    $self add Mode9Mb 128  11.0004  0.0032
    $self add Mode9Mb 128  12.0003  0.0023
    $self add Mode9Mb 128  13.0011  0.0011
    $self add Mode9Mb 128  14.0003  0.0005
    $self add Mode9Mb 128  15.0002  0.0002
    $self add Mode9Mb 128  16.0023  0.0001
    $self add Mode9Mb 128  17.0019  0
    $self add Mode9Mb 128  18  0
    $self add Mode9Mb 128  19.0009  0
    $self add Mode9Mb 128  20.0001  0
    $self add Mode9Mb 256  0.0007086  1
    $self add Mode9Mb 256  0.99966  0.9791
    $self add Mode9Mb 256  1.9995  0.8139
    $self add Mode9Mb 256  3.0013  0.5599
    $self add Mode9Mb 256  4.0003  0.3427
    $self add Mode9Mb 256  5.0007  0.1966
    $self add Mode9Mb 256  5.9994  0.111
    $self add Mode9Mb 256  7.001  0.0625
    $self add Mode9Mb 256  8.0002  0.0356
    $self add Mode9Mb 256  8.9996  0.0193
    $self add Mode9Mb 256  10.0008  0.011
    $self add Mode9Mb 256  11.0007  0.0066
    $self add Mode9Mb 256  12.0003  0.003
    $self add Mode9Mb 256  13.0001  0.0011
    $self add Mode9Mb 256  14.0012  0.0003
    $self add Mode9Mb 256  15.0004  0.0003
    $self add Mode9Mb 256  16  0.0002
    $self add Mode9Mb 256  17.0007  0.0001
    $self add Mode9Mb 256  18.0002  0
    $self add Mode9Mb 256  19.0008  0.0001
    $self add Mode9Mb 256  20  0
    $self add Mode9Mb 512  0.00099192  1
    $self add Mode9Mb 512  1.0004  0.9961
    $self add Mode9Mb 512  2.0008  0.8892
    $self add Mode9Mb 512  3.0001  0.655
    $self add Mode9Mb 512  4.001  0.4173
    $self add Mode9Mb 512  4.9999  0.2482
    $self add Mode9Mb 512  6.0007  0.14
    $self add Mode9Mb 512  6.9999  0.0781
    $self add Mode9Mb 512  8.0001  0.0448
    $self add Mode9Mb 512  8.9993  0.0246
    $self add Mode9Mb 512  10.0001  0.0131
    $self add Mode9Mb 512  10.9992  0.0064
    $self add Mode9Mb 512  12.0005  0.0034
    $self add Mode9Mb 512  12.9991  0.0027
    $self add Mode9Mb 512  14.0007  0.0011
    $self add Mode9Mb 512  14.9991  0.0007
    $self add Mode9Mb 512  16.0004  0.0002
    $self add Mode9Mb 512  17  0.0001
    $self add Mode9Mb 512  18.0007  0
    $self add Mode9Mb 512  19.0008  0
    $self add Mode9Mb 512  20.0006  0
    $self add Mode9Mb 1024  0.00043675  1
    $self add Mode9Mb 1024  0.99987  0.9995
    $self add Mode9Mb 1024  2.0001  0.9414
    $self add Mode9Mb 1024  3.0002  0.7322
    $self add Mode9Mb 1024  4  0.4902
    $self add Mode9Mb 1024  4.9999  0.2963
    $self add Mode9Mb 1024  6.0003  0.169
    $self add Mode9Mb 1024  6.9999  0.0957
    $self add Mode9Mb 1024  8.0002  0.0516
    $self add Mode9Mb 1024  9.0004  0.0277
    $self add Mode9Mb 1024  10.0001  0.0153
    $self add Mode9Mb 1024  11.0002  0.0077
    $self add Mode9Mb 1024  12.0005  0.0038
    $self add Mode9Mb 1024  12.9998  0.0022
    $self add Mode9Mb 1024  14.0002  0.0008
    $self add Mode9Mb 1024  15.0001  0.0003
    $self add Mode9Mb 1024  15.9999  0
    $self add Mode9Mb 1024  17.0001  0.0001
    $self add Mode9Mb 1024  18.0006  0.0001
    $self add Mode9Mb 1024  18.9999  0
    $self add Mode9Mb 1024  20.0002  0
    $self add Mode9Mb 1500  3.1242e-05  1
    $self add Mode9Mb   1500  1.0002  1
    $self add Mode9Mb 1500  1.9999  0.966
    $self add Mode9Mb   1500  2.9999  0.7878
    $self add Mode9Mb 1500  4.0001  0.544
    $self add Mode9Mb 1500  5.0001  0.3262
    $self add Mode9Mb 1500  6  0.1906
    $self add Mode9Mb 1500  7.0002  0.1094
    $self add Mode9Mb 1500  8.0002  0.063
    $self add Mode9Mb 1500  8.9997  0.0367
    $self add Mode9Mb   1500  10.0004  0.0211
    $self add Mode9Mb   1500  11  0.0111
    $self add Mode9Mb   1500  12  0.0044
    $self add Mode9Mb   1500  13.0004  0.0029
    $self add Mode9Mb   1500  14.0002  0.0015
    $self add Mode9Mb   1500  14.9999  0.0006
    $self add Mode9Mb   1500  16.0001  0.0001
    $self add Mode9Mb   1500  17  0.0001
    $self add Mode9Mb   1500  17.9999  0
    $self add Mode9Mb   1500  19.0004  0
    $self add Mode9Mb   1500  20.0001  0
    $self add Mode12Mb   128  0.0003852  0.9996
    $self add Mode12Mb   128  1.0004  0.9166
    $self add Mode12Mb   128  2.0005  0.5587
    $self add Mode12Mb   128  3.0008  0.2393
    $self add Mode12Mb   128  3.9992  0.096
    $self add Mode12Mb   128  5.0013  0.0371
    $self add Mode12Mb   128  6.0011  0.0156
    $self add Mode12Mb   128  7.0013  0.0069
    $self add Mode12Mb   128  8.0001  0.0024
    $self add Mode12Mb   128  9.0008  0.0012
    $self add Mode12Mb   128  10.0038  0.0005
    $self add Mode12Mb   128  11.001  0.0003
    $self add Mode12Mb   128  12.0015  0
    $self add Mode12Mb   128  13.0011  0.0001
    $self add Mode12Mb   128  14.0007  0
    $self add Mode12Mb   128  15.0012  0
    $self add Mode12Mb   128  16.0006  0
    $self add Mode12Mb   128  17.0006  0
    $self add Mode12Mb   128  18.0012  0
    $self add Mode12Mb   128  19.0013  0
    $self add Mode12Mb   128  20.0016  0
    $self add Mode12Mb   256  -0.00059018  1
    $self add Mode12Mb   256  1.0004  0.9785
    $self add Mode12Mb   256  2.0019  0.7105
    $self add Mode12Mb   256  3.0006  0.3401
    $self add Mode12Mb   256  4.0011  0.1382
    $self add Mode12Mb   256  5.0001  0.0583
    $self add Mode12Mb   256  6.001  0.0238
    $self add Mode12Mb   256  6.9999  0.0099
    $self add Mode12Mb   256  8.0011  0.0044
    $self add Mode12Mb   256  9.0005  0.0015
    $self add Mode12Mb   256  10.0007  0.0004
    $self add Mode12Mb   256  11.0012  0.0006
    $self add Mode12Mb   256  11.9994  0.0002
    $self add Mode12Mb   256  13.0011  0.0002
    $self add Mode12Mb   256  14  0
    $self add Mode12Mb   256  14.9997  0
    $self add Mode12Mb   256  16.001  0
    $self add Mode12Mb   256  16.9994  0
    $self add Mode12Mb   256  18.0025  0
    $self add Mode12Mb   256  18.9999  0
    $self add Mode12Mb   256  20.0008  0
    $self add Mode12Mb   512  -0.00044165  1
    $self add Mode12Mb   512  0.99945  0.9986
    $self add Mode12Mb   512  2.0005  0.859
    $self add Mode12Mb   512  3.0007  0.4666
    $self add Mode12Mb   512  4.001  0.2001
    $self add Mode12Mb   512  5.0011  0.0865
    $self add Mode12Mb   512  6.0014  0.033
    $self add Mode12Mb   512  7.0013  0.0152
    $self add Mode12Mb   512  8.001  0.006
    $self add Mode12Mb   512  9.0002  0.0028
    $self add Mode12Mb   512  10.0002  0.0007
    $self add Mode12Mb   512  10.9998  0.0003
    $self add Mode12Mb   512  12.0006  0
    $self add Mode12Mb   512  12.9995  0
    $self add Mode12Mb   512  13.9997  0
    $self add Mode12Mb   512  14.9997  0
    $self add Mode12Mb   512  16.0004  0
    $self add Mode12Mb   512  17.0007  0
    $self add Mode12Mb   512  17.9996  0
    $self add Mode12Mb   512  18.9996  0
    $self add Mode12Mb   512  19.9994  0
    $self add Mode12Mb   1024  0.00012553  1
    $self add Mode12Mb   1024  1.0001  1
    $self add Mode12Mb   1024  1.9999  0.9493
    $self add Mode12Mb   1024  3.0003  0.6032
    $self add Mode12Mb   1024  3.9999  0.2769
    $self add Mode12Mb   1024  5.0006  0.1213
    $self add Mode12Mb   1024  6  0.057
    $self add Mode12Mb   1024  6.9996  0.0259
    $self add Mode12Mb   1024  8.0006  0.0121
    $self add Mode12Mb   1024  9.0004  0.0038
    $self add Mode12Mb   1024  10  0.0022
    $self add Mode12Mb   1024  10.9998  0.0003
    $self add Mode12Mb   1024  12.0005  0
    $self add Mode12Mb   1024  12.9994  0
    $self add Mode12Mb   1024  14.0009  0
    $self add Mode12Mb   1024  14.9999  0
    $self add Mode12Mb   1024  16.0001  0
    $self add Mode12Mb   1024  16.9999  0
    $self add Mode12Mb   1024  18.0009  0
    $self add Mode12Mb   1024  18.9993  0
    $self add Mode12Mb   1024  20.0009  0
    $self add Mode12Mb   1500  -0.00017076  1
    $self add Mode12Mb   1500  1.0003  1
    $self add Mode12Mb   1500  1.9997  0.9788
    $self add Mode12Mb   1500  3.0004  0.6837
    $self add Mode12Mb   1500  3.9998  0.3326
    $self add Mode12Mb   1500  5.0005  0.1483
    $self add Mode12Mb   1500  5.9996  0.068
    $self add Mode12Mb   1500  7.0007  0.0294
    $self add Mode12Mb   1500  7.9995  0.0133
    $self add Mode12Mb   1500  9.0008  0.0054
    $self add Mode12Mb   1500  9.9996  0.0025
    $self add Mode12Mb   1500  11.0006  0.0012
    $self add Mode12Mb   1500  11.9997  0.0003
    $self add Mode12Mb   1500  13.0005  0
    $self add Mode12Mb   1500  13.9999  0
    $self add Mode12Mb   1500  15.0004  0
    $self add Mode12Mb   1500  15.9999  0
    $self add Mode12Mb   1500  17.0002  0
    $self add Mode12Mb   1500  18  0
    $self add Mode12Mb   1500  19.0002  0
    $self add Mode12Mb   1500  20.0003  0
    $self add Mode18Mb   128  -0.00011298  1
    $self add Mode18Mb   128  1.0005  1
    $self add Mode18Mb   128  2.0016  1
    $self add Mode18Mb   128  3.003  0.9992
    $self add Mode18Mb   128  4.0033  0.9317
    $self add Mode18Mb   128  5.0021  0.7209
    $self add Mode18Mb   128  6  0.4628
    $self add Mode18Mb   128  7.001  0.2727
    $self add Mode18Mb   128  8.0023  0.1558
    $self add Mode18Mb   128  9.0015  0.0847
    $self add Mode18Mb   128  10.003  0.0445
    $self add Mode18Mb   128  10.9995  0.0251
    $self add Mode18Mb   128  11.9989  0.0125
    $self add Mode18Mb   128  13.0011  0.0065
    $self add Mode18Mb   128  14.0016  0.0034
    $self add Mode18Mb   128  15.0011  0.0019
    $self add Mode18Mb   128  16.0019  0.001
    $self add Mode18Mb   128  17.002  0.0005
    $self add Mode18Mb   128  18.0009  0.0001
    $self add Mode18Mb   128  19.0002  0
    $self add Mode18Mb   128  20.0017  0
    $self add Mode18Mb   256  0.00026396  1
    $self add Mode18Mb   256  1.0004  1
    $self add Mode18Mb   256  2.0006  1
    $self add Mode18Mb   256  3.0003  1
    $self add Mode18Mb   256  4.0018  0.9753
    $self add Mode18Mb   256  5.0013  0.801
    $self add Mode18Mb   256  6.0018  0.5455
    $self add Mode18Mb   256  7.0013  0.3315
    $self add Mode18Mb   256  8.0025  0.192
    $self add Mode18Mb   256  9.0008  0.1068
    $self add Mode18Mb   256  10.0007  0.059
    $self add Mode18Mb   256  11.0001  0.0306
    $self add Mode18Mb   256  12.0006  0.0175
    $self add Mode18Mb   256  13.002  0.0092
    $self add Mode18Mb   256  14.001  0.0051
    $self add Mode18Mb   256  15.0005  0.0019
    $self add Mode18Mb   256  15.9998  0.0011
    $self add Mode18Mb   256  17.0023  0.0005
    $self add Mode18Mb   256  18.0005  0.0002
    $self add Mode18Mb   256  19.0002  0
    $self add Mode18Mb   256  19.9997  0
    $self add Mode18Mb   512  -0.00026723  1
    $self add Mode18Mb   512  1.0009  1
    $self add Mode18Mb   512  2.0001  1
    $self add Mode18Mb   512  3.0001  1
    $self add Mode18Mb   512  4.0001  0.9943
    $self add Mode18Mb   512  5.0011  0.8905
    $self add Mode18Mb   512  6.0003  0.6448
    $self add Mode18Mb   512  7.0012  0.4205
    $self add Mode18Mb   512  7.9997  0.2476
    $self add Mode18Mb   512  8.9997  0.1444
    $self add Mode18Mb   512  10.0006  0.0799
    $self add Mode18Mb   512  11.0001  0.0447
    $self add Mode18Mb   512  12.0007  0.0252
    $self add Mode18Mb   512  13.0005  0.0139
    $self add Mode18Mb   512  13.9998  0.0076
    $self add Mode18Mb   512  15.001  0.0039
    $self add Mode18Mb   512  16.0004  0.0017
    $self add Mode18Mb   512  17.0011  0.0008
    $self add Mode18Mb   512  17.9996  0.0004
    $self add Mode18Mb   512  19.0008  0.0001
    $self add Mode18Mb   512  19.9999  0
    $self add Mode18Mb   1024  0.00084961  1
    $self add Mode18Mb   1024  0.99986  1
    $self add Mode18Mb   1024  2.0006  1
    $self add Mode18Mb   1024  2.9992  1
    $self add Mode18Mb   1024  4.0004  0.9996
    $self add Mode18Mb   1024  4.9991  0.9538
    $self add Mode18Mb   1024  6.0006  0.7538
    $self add Mode18Mb   1024  6.9992  0.506
    $self add Mode18Mb   1024  8.0006  0.3098
    $self add Mode18Mb   1024  8.9996  0.1825
    $self add Mode18Mb   1024  10.0008  0.1031
    $self add Mode18Mb   1024  10.9996  0.0569
    $self add Mode18Mb   1024  12.0004  0.0286
    $self add Mode18Mb   1024  13.0009  0.0149
    $self add Mode18Mb   1024  14.0004  0.0086
    $self add Mode18Mb   1024  15.001  0.0039
    $self add Mode18Mb   1024  16.0003  0.0018
    $self add Mode18Mb   1024  17.0009  0.0005
    $self add Mode18Mb   1024  18.0004  0.0005
    $self add Mode18Mb   1024  19.0009  0.0001
    $self add Mode18Mb   1024  19.9998  0
    $self add Mode18Mb   1500  0.0005211  1
    $self add Mode18Mb   1500  1.0002  1
    $self add Mode18Mb   1500  2  1
    $self add Mode18Mb   1500  2.9999  1
    $self add Mode18Mb   1500  4.0004  1
    $self add Mode18Mb   1500  5.0002  0.9678
    $self add Mode18Mb   1500  6.0001  0.7909
    $self add Mode18Mb   1500  7.0001  0.5493
    $self add Mode18Mb   1500  8.0006  0.3429
    $self add Mode18Mb   1500  8.9999  0.2051
    $self add Mode18Mb   1500  10.0005  0.1146
    $self add Mode18Mb   1500  10.9999  0.0666
    $self add Mode18Mb   1500  12.0004  0.0389
    $self add Mode18Mb   1500  13.0001  0.0207
    $self add Mode18Mb   1500  14.0002  0.0111
    $self add Mode18Mb   1500  14.9999  0.0067
    $self add Mode18Mb   1500  16.0003  0.0035
    $self add Mode18Mb   1500  17.0003  0.0018
    $self add Mode18Mb   1500  18.0001  0.0008
    $self add Mode18Mb   1500  19.0002  0.0002
    $self add Mode18Mb   1500  20.0003  0
    $self add Mode24Mb   128  0.0011255  1
    $self add Mode24Mb   128  1.0029  1
    $self add Mode24Mb   128  2.0029  1
    $self add Mode24Mb   128  3.0018  1
    $self add Mode24Mb   128  4.0011  1
    $self add Mode24Mb   128  5.0019  0.9998
    $self add Mode24Mb   128  5.9994  0.9579
    $self add Mode24Mb   128  7.0011  0.6996
    $self add Mode24Mb   128  8.0004  0.3548
    $self add Mode24Mb   128  9.0031  0.1444
    $self add Mode24Mb   128  10.0004  0.0575
    $self add Mode24Mb   128  11.0017  0.0183
    $self add Mode24Mb   128  12.0021  0.0086
    $self add Mode24Mb   128  13.0012  0.0038
    $self add Mode24Mb   128  14.001  0.0012
    $self add Mode24Mb   128  15.0003  0.0006
    $self add Mode24Mb   128  16.0016  0.0002
    $self add Mode24Mb   128  17.001  0
    $self add Mode24Mb   128  18.0011  0.0001
    $self add Mode24Mb   128  19.0026  0
    $self add Mode24Mb   128  20.0013  0
    $self add Mode24Mb   256  0.001952  1
    $self add Mode24Mb   256  1  1
    $self add Mode24Mb   256  2.0009  1
    $self add Mode24Mb   256  3.0014  1
    $self add Mode24Mb   256  4.0004  1
    $self add Mode24Mb   256  5.0005  1
    $self add Mode24Mb   256  6.0009  0.9947
    $self add Mode24Mb   256  7.0018  0.8544
    $self add Mode24Mb   256  8.0021  0.5024
    $self add Mode24Mb   256  9.0007  0.2172
    $self add Mode24Mb   256  10.0001  0.0908
    $self add Mode24Mb   256  11.0014  0.0329
    $self add Mode24Mb   256  12.0004  0.0139
    $self add Mode24Mb   256  12.9995  0.0058
    $self add Mode24Mb   256  14.001  0.0016
    $self add Mode24Mb   256  15.0005  0.0013
    $self add Mode24Mb   256  16.0021  0.0004
    $self add Mode24Mb   256  16.9998  0
    $self add Mode24Mb   256  18.0009  0
    $self add Mode24Mb   256  19.0032  0
    $self add Mode24Mb   256  20.0013  0
    $self add Mode24Mb   512  0.00058724  1
    $self add Mode24Mb   512  1.001  1
    $self add Mode24Mb   512  2  1
    $self add Mode24Mb   512  3.0015  1
    $self add Mode24Mb   512  3.9996  1
    $self add Mode24Mb   512  5.0015  1
    $self add Mode24Mb   512  6.0001  0.9997
    $self add Mode24Mb   512  7.0014  0.9517
    $self add Mode24Mb   512  8.0004  0.6572
    $self add Mode24Mb   512  9.0001  0.3277
    $self add Mode24Mb   512  10.0009  0.1406
    $self add Mode24Mb   512  11.0002  0.0599
    $self add Mode24Mb   512  12.0005  0.0247
    $self add Mode24Mb   512  12.9993  0.0094
    $self add Mode24Mb   512  14.0011  0.0038
    $self add Mode24Mb   512  15.0003  0.0021
    $self add Mode24Mb   512  16.0004  0.0007
    $self add Mode24Mb   512  17.0011  0.0006
    $self add Mode24Mb   512  18.0002  0.0002
    $self add Mode24Mb   512  19.0007  0.0002
    $self add Mode24Mb   512  20.0008  0.0001
    $self add Mode24Mb   1024  0.0002247  1
    $self add Mode24Mb   1024  1.0007  1
    $self add Mode24Mb   1024  2.0011  1
    $self add Mode24Mb   1024  3.0013  1
    $self add Mode24Mb   1024  4.0016  1
    $self add Mode24Mb   1024  5.0016  1
    $self add Mode24Mb   1024  6.0008  1
    $self add Mode24Mb   1024  7.0002  0.9898
    $self add Mode24Mb   1024  8.0001  0.8021
    $self add Mode24Mb   1024  9.0004  0.435
    $self add Mode24Mb   1024  10.0003  0.1953
    $self add Mode24Mb   1024  10.9996  0.0813
    $self add Mode24Mb   1024  12.0003  0.0358
    $self add Mode24Mb   1024  13.0002  0.0164
    $self add Mode24Mb   1024  14.0004  0.0055
    $self add Mode24Mb   1024  15.0006  0.0026
    $self add Mode24Mb   1024  15.9999  0.0007
    $self add Mode24Mb   1024  17.0001  0.0004
    $self add Mode24Mb   1024  17.9993  0.0002
    $self add Mode24Mb   1024  18.9998  0.0001
    $self add Mode24Mb   1024  19.9999  0.0001
    $self add Mode24Mb   1500  -0.00036245  1
    $self add Mode24Mb   1500  1.0006  1
    $self add Mode24Mb   1500  2.0002  1
    $self add Mode24Mb   1500  2.9997  1
    $self add Mode24Mb   1500  4.0001  1
    $self add Mode24Mb   1500  5.0001  1
    $self add Mode24Mb   1500  6.0008  1
    $self add Mode24Mb   1500  7.0004  0.9976
    $self add Mode24Mb   1500  7.9996  0.8695
    $self add Mode24Mb   1500  9.0002  0.5126
    $self add Mode24Mb   1500  10.0005  0.2319
    $self add Mode24Mb   1500  11.0002  0.0998
    $self add Mode24Mb   1500  11.9999  0.0412
    $self add Mode24Mb   1500  12.9996  0.0174
    $self add Mode24Mb   1500  14.0006  0.0083
    $self add Mode24Mb   1500  15.0005  0.0038
    $self add Mode24Mb   1500  15.9998  0.0022
    $self add Mode24Mb   1500  17.0002  0.0004
    $self add Mode24Mb   1500  18.0001  0.0002
    $self add Mode24Mb   1500  19.0007  0.0002
    $self add Mode24Mb   1500  20.0001  0
    $self add Mode36Mb   128  0.0010588  1
    $self add Mode36Mb   128  1.0026  1
    $self add Mode36Mb   128  2.0037  1
    $self add Mode36Mb   128  3.0012  1
    $self add Mode36Mb   128  4.0034  1
    $self add Mode36Mb   128  5.0023  1
    $self add Mode36Mb   128  6.0011  1
    $self add Mode36Mb   128  7.001  1
    $self add Mode36Mb   128  8.0027  1
    $self add Mode36Mb   128  9.0028  0.9969
    $self add Mode36Mb   128  10.0027  0.9218
    $self add Mode36Mb   128  11.0013  0.6911
    $self add Mode36Mb   128  12.0021  0.4422
    $self add Mode36Mb   128  13.0025  0.2565
    $self add Mode36Mb   128  14.0023  0.1404
    $self add Mode36Mb   128  15.0002  0.0753
    $self add Mode36Mb   128  16.0011  0.0408
    $self add Mode36Mb   128  17.0015  0.0217
    $self add Mode36Mb   128  18.0011  0.0125
    $self add Mode36Mb   128  19.0011  0.0059
    $self add Mode36Mb   128  20.0038  0.0034
    $self add Mode36Mb   128  21.0014  0.0011
    $self add Mode36Mb   128  22.0032  0.0007
    $self add Mode36Mb   128  23.0003  0.0002
    $self add Mode36Mb   128  24.0038  0.0002
    $self add Mode36Mb   128  25.0025  0.0001
    $self add Mode36Mb   256  0.0017798  1
    $self add Mode36Mb   256  1.0006  1
    $self add Mode36Mb   256  2.002  1
    $self add Mode36Mb   256  3.0004  1
    $self add Mode36Mb   256  4.002  1
    $self add Mode36Mb   256  5.0014  1
    $self add Mode36Mb   256  6.0012  1
    $self add Mode36Mb   256  7.0017  1
    $self add Mode36Mb   256  8.0011  1
    $self add Mode36Mb   256  9.0027  1
    $self add Mode36Mb   256  10.0015  0.9765
    $self add Mode36Mb   256  11.001  0.8127
    $self add Mode36Mb   256  12.003  0.5538
    $self add Mode36Mb   256  13.001  0.3361
    $self add Mode36Mb   256  14.0016  0.197
    $self add Mode36Mb   256  15.004  0.1007
    $self add Mode36Mb   256  15.9997  0.0595
    $self add Mode36Mb   256  17.002  0.0327
    $self add Mode36Mb   256  18.0013  0.0165
    $self add Mode36Mb   256  19.002  0.0098
    $self add Mode36Mb   256  20.0015  0.0054
    $self add Mode36Mb   256  21.0027  0.0018
    $self add Mode36Mb   256  22.0016  0.0013
    $self add Mode36Mb   256  23.0041  0.0003
    $self add Mode36Mb   256  24.0008  0.0004
    $self add Mode36Mb   256  25  0
    $self add Mode36Mb   512  0.00044442  1
